row_id,image_id,true_class,pred_class,true_label,pred_label,fold,bbox,width,height,verdict,corrected_class_id,corrected_class_label,review_timestamp
train_pen1_tur_cam2_20250125_091150_0001,pen1_tur_cam2_20250125_091150.jpg,2,3,Sitting,Standing,1,"[437.5,209.5,458.0,205.0]",1280,720,annotation_ok,2,Sitting,2026-03-18T15:59:08.984934
train_pen1_tur_cam2_20250125_091150_0006,pen1_tur_cam2_20250125_091150.jpg,1,4,Lateral_lying_right,Sternal_lying,1,"[455.5,39.5,324.0,129.0]",1280,720,annotation_ok,1,Lateral_lying_right,2026-03-18T15:59:14.831706
train_pen1_tur_cam2_20250125_092652_0001,pen1_tur_cam2_20250125_092652.jpg,4,1,Sternal_lying,Lateral_lying_right,1,"[264.0,415.0,324.0,244.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T15:59:23.892526
train_pen1_tur_cam2_20250125_092652_0002,pen1_tur_cam2_20250125_092652.jpg,1,4,Lateral_lying_right,Sternal_lying,1,"[457.5,121.0,379.0,145.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T15:59:29.563957
train_pen1_tur_cam2_20250125_092652_0005,pen1_tur_cam2_20250125_092652.jpg,1,4,Lateral_lying_right,Sternal_lying,1,"[448.0,38.0,332.0,142.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T15:59:38.506498
train_pen1_tur_cam2_20250125_093833_0006,pen1_tur_cam2_20250125_093833.jpg,1,4,Lateral_lying_right,Sternal_lying,1,"[91.0,504.0,143.0,118.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T15:59:48.951702
train_pen1_tur_cam2_20250125_102155_0001,pen1_tur_cam2_20250125_102155.jpg,0,4,Lateral_lying_left,Sternal_lying,1,"[635.5,270.5,224.0,431.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T15:59:58.452453
train_pen1_tur_cam2_20250125_104837_0002,pen1_tur_cam2_20250125_104837.jpg,4,1,Sternal_lying,Lateral_lying_right,1,"[555.5,215.0,228.0,411.0]",1280,720,pred_correct,1,Lateral_lying_right,2026-03-18T16:00:22.054678
train_pen1_tur_cam2_20250125_104837_0006,pen1_tur_cam2_20250125_104837.jpg,1,4,Lateral_lying_right,Sternal_lying,1,"[461.0,41.5,314.0,165.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T16:00:30.442272
train_pen1_tur_cam2_20250125_113340_0004,pen1_tur_cam2_20250125_113340.jpg,1,4,Lateral_lying_right,Sternal_lying,1,"[194.0,394.5,280.0,172.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T16:00:36.077788
train_pen1_tur_cam2_20250125_120233_0000,pen1_tur_cam2_20250125_120233.jpg,1,4,Lateral_lying_right,Sternal_lying,1,"[275.5,242.0,287.0,272.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T16:00:44.914097
train_pen1_tur_cam2_20250125_123014_0005,pen1_tur_cam2_20250125_123014.jpg,4,3,Sternal_lying,Standing,1,"[28.0,343.5,82.0,176.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T16:00:59.264932
train_pen1_tur_cam2_20250125_123014_0007,pen1_tur_cam2_20250125_123014.jpg,4,1,Sternal_lying,Lateral_lying_right,1,"[67.0,369.5,78.0,216.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T16:01:17.692072
train_pen1_tur_cam2_20250125_130624_0007,pen1_tur_cam2_20250125_130624.jpg,4,1,Sternal_lying,Lateral_lying_right,1,"[427.5,549.0,377.0,158.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T16:01:24.372130
train_pen1_tur_cam2_20250125_132005_0004,pen1_tur_cam2_20250125_132005.jpg,0,1,Lateral_lying_left,Lateral_lying_right,1,"[429.5,538.5,407.0,169.0]",1280,720,annotation_ok,0,Lateral_lying_left,2026-03-18T17:20:24.801280
train_pen1_tur_cam2_20250125_135105_0007,pen1_tur_cam2_20250125_135105.jpg,4,1,Sternal_lying,Lateral_lying_right,1,"[514.8,346.1,194.1,350.8]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T16:02:08.281593
train_pen1_tur_cam2_20250125_140315_0004,pen1_tur_cam2_20250125_140315.jpg,2,4,Sitting,Sternal_lying,1,"[152.5,231.5,258.0,150.0]",1280,720,annotation_ok,2,Sitting,2026-03-18T16:02:18.316807
train_pen1_tur_cam2_20250126_070023_0004,pen1_tur_cam2_20250126_070023.jpg,0,4,Lateral_lying_left,Sternal_lying,1,"[106.0,512.0,173.0,114.0]",1280,720,annotation_ok,0,Lateral_lying_left,2026-03-18T16:02:42.281690
train_pen1_tur_cam2_20250126_070023_0006,pen1_tur_cam2_20250126_070023.jpg,4,1,Sternal_lying,Lateral_lying_right,1,"[234.0,345.5,259.0,169.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T16:02:54.088068
train_pen1_tur_cam2_20250126_070023_0007,pen1_tur_cam2_20250126_070023.jpg,1,4,Lateral_lying_right,Sternal_lying,1,"[91.0,183.8,108.7,104.8]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T16:03:09.566018
train_pen1_tur_cam2_20250126_070343_0003,pen1_tur_cam2_20250126_070343.jpg,0,4,Lateral_lying_left,Sternal_lying,1,"[313.5,548.5,411.0,159.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T16:03:19.014038
train_pen1_tur_cam2_20250126_073026_0005,pen1_tur_cam2_20250126_073026.jpg,2,4,Sitting,Sternal_lying,1,"[66.5,174.0,148.0,142.0]",1280,720,annotation_ok,2,Sitting,2026-03-18T16:03:28.805790
train_pen1_tur_cam2_20250126_075847_0000,pen1_tur_cam2_20250126_075847.jpg,4,0,Sternal_lying,Lateral_lying_left,1,"[631.0,352.5,363.0,268.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T16:03:40.410314
train_pen1_tur_cam2_20250126_082850_0000,pen1_tur_cam2_20250126_082850.jpg,3,4,Standing,Sternal_lying,1,"[372.5,236.5,402.0,188.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T16:03:58.216559
train_pen1_tur_cam2_20250126_085031_0007,pen1_tur_cam2_20250126_085031.jpg,4,1,Sternal_lying,Lateral_lying_right,1,"[461.5,37.0,328.0,113.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T16:04:04.561679
train_pen1_tur_cam2_20250126_100214_0003,pen1_tur_cam2_20250126_100214.jpg,0,4,Lateral_lying_left,Sternal_lying,1,"[479.5,257.0,345.0,221.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T16:04:15.429324
train_pen1_tur_cam2_20250126_104845_0004,pen1_tur_cam2_20250126_104845.jpg,4,0,Sternal_lying,Lateral_lying_left,1,"[242.0,156.0,286.0,159.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T16:04:26.402356
train_pen1_tur_cam2_20250126_111436_0003,pen1_tur_cam2_20250126_111436.jpg,2,4,Sitting,Sternal_lying,1,"[358.0,269.0,370.0,179.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T16:04:32.201155
train_pen1_tur_cam2_20250126_121548_0004,pen1_tur_cam2_20250126_121548.jpg,0,4,Lateral_lying_left,Sternal_lying,1,"[144.5,518.0,247.0,153.0]",1280,720,annotation_ok,0,Lateral_lying_left,2026-03-18T16:04:39.182062
train_pen1_tur_cam2_20250126_121548_0005,pen1_tur_cam2_20250126_121548.jpg,4,3,Sternal_lying,Standing,1,"[161.5,348.0,214.0,175.0]",1280,720,pred_correct,3,Standing,2026-03-18T16:04:49.397732
train_pen1_tur_cam2_20250126_122408_0002,pen1_tur_cam2_20250126_122408.jpg,4,0,Sternal_lying,Lateral_lying_left,1,"[322.5,405.5,449.0,190.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T16:17:30.326426
train_pen1_tur_cam2_20250126_131552_0005,pen1_tur_cam2_20250126_131552.jpg,4,0,Sternal_lying,Lateral_lying_left,1,"[379.0,570.0,397.0,138.0]",1280,720,pred_correct,0,Lateral_lying_left,2026-03-18T16:17:42.846050
train_pen1_tur_cam2_20250126_142417_0006,pen1_tur_cam2_20250126_142417.jpg,4,0,Sternal_lying,Lateral_lying_left,1,"[134.3,158.2,119.7,102.8]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T16:17:59.581949
train_pen1_tur_cam2_20250127_115828_0002,pen1_tur_cam2_20250127_115828.jpg,4,0,Sternal_lying,Lateral_lying_left,1,"[221.0,284.0,179.0,327.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T16:18:14.482071
train_pen1_tur_cam2_20250127_121009_0006,pen1_tur_cam2_20250127_121009.jpg,2,4,Sitting,Sternal_lying,1,"[122.7,139.4,148.1,139.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T16:18:33.460262
train_pen1_tur_cam2_20250127_135113_0008,pen1_tur_cam2_20250127_135113.jpg,3,4,Standing,Sternal_lying,1,"[460.5,1.5,308.0,79.0]",1280,720,annotation_ok,3,Standing,2026-03-18T16:19:07.590961
train_pen1_tur_cam2_20250127_151524_0002,pen1_tur_cam2_20250127_151524.jpg,1,4,Lateral_lying_right,Sternal_lying,1,"[311.5,391.1,317.0,179.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T16:19:27.714513
train_pen1_tur_cam2_20250127_155028_0002,pen1_tur_cam2_20250127_155028.jpg,4,0,Sternal_lying,Lateral_lying_left,1,"[312.5,287.0,250.0,196.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T16:19:35.865671
train_pen1_tur_cam2_20250127_160348_0002,pen1_tur_cam2_20250127_160348.jpg,4,1,Sternal_lying,Lateral_lying_right,1,"[537.5,335.5,219.0,362.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T16:19:41.726105
train_pen1_tur_cam2_20250201_085421_0007,pen1_tur_cam2_20250201_085421.jpg,1,4,Lateral_lying_right,Sternal_lying,1,"[769.0,72.0,392.0,222.0]",1920,1080,pred_correct,4,Sternal_lying,2026-03-18T16:19:46.319672
train_pen1_tur_cam2_20250201_093542_0002,pen1_tur_cam2_20250201_093542.jpg,1,4,Lateral_lying_right,Sternal_lying,1,"[807.5,163.0,457.0,368.0]",1920,1080,pred_correct,4,Sternal_lying,2026-03-18T16:19:52.344456
train_pen1_tur_cam2_20250201_093542_0006,pen1_tur_cam2_20250201_093542.jpg,4,1,Sternal_lying,Lateral_lying_right,1,"[686.0,62.5,496.0,218.0]",1920,1080,annotation_ok,4,Sternal_lying,2026-03-18T16:20:00.870722
train_pen1_tur_cam2_20250203_101048_0003,pen1_tur_cam2_20250203_101048.jpg,1,4,Lateral_lying_right,Sternal_lying,1,"[712.0,678.0,555.0,253.0]",1920,1080,pred_correct,4,Sternal_lying,2026-03-18T16:20:09.597549
train_pen1_tur_cam2_20250203_113914_0000,pen1_tur_cam2_20250203_113914.jpg,0,4,Lateral_lying_left,Sternal_lying,1,"[858.5,459.0,311.0,567.0]",1920,1080,pred_correct,4,Sternal_lying,2026-03-18T16:20:19.499250
train_pen1_tur_cam2_20250203_113914_0002,pen1_tur_cam2_20250203_113914.jpg,0,4,Lateral_lying_left,Sternal_lying,1,"[740.0,267.5,527.0,316.0]",1920,1080,pred_correct,4,Sternal_lying,2026-03-18T16:20:25.635133
train_pen1_tur_cam2_20250203_120055_0009,pen1_tur_cam2_20250203_120055.jpg,2,3,Sitting,Standing,1,"[188.0,147.5,146.0,211.0]",1920,1080,annotation_ok,2,Sitting,2026-03-18T16:20:31.769996
train_pen1_tur_cam2_20250207_123933_0002,pen1_tur_cam2_20250207_123933.jpg,0,1,Lateral_lying_left,Lateral_lying_right,1,"[210.0,322.0,295.0,247.0]",1280,720,pred_correct,1,Lateral_lying_right,2026-03-18T16:20:53.751906
train_pen1_tur_cam2_20250207_123933_0004,pen1_tur_cam2_20250207_123933.jpg,0,1,Lateral_lying_left,Lateral_lying_right,1,"[787.5,309.5,182.0,386.0]",1280,720,pred_correct,1,Lateral_lying_right,2026-03-18T16:21:01.810421
train_pen1_tur_cam2_20250207_133256_0001,pen1_tur_cam2_20250207_133256.jpg,2,4,Sitting,Sternal_lying,1,"[408.9,262.0,193.0,323.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T16:21:11.548914
train_pen1_tur_cam2_20250207_133256_0009,pen1_tur_cam2_20250207_133256.jpg,0,4,Lateral_lying_left,Sternal_lying,1,"[231.0,550.6,296.0,133.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T16:21:17.524998
train_pen1_tur_cam2_20250207_133437_0000,pen1_tur_cam2_20250207_133437.jpg,4,0,Sternal_lying,Lateral_lying_left,1,"[818.0,223.5,191.0,391.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T16:21:29.708866
train_pen1_tur_cam2_20250207_133437_0007,pen1_tur_cam2_20250207_133437.jpg,0,1,Lateral_lying_left,Lateral_lying_right,1,"[575.0,538.0,403.0,169.0]",1280,720,pred_correct,1,Lateral_lying_right,2026-03-18T17:20:49.845768
train_pen1_tur_cam2_20250207_140439_0009,pen1_tur_cam2_20250207_140439.jpg,4,2,Sternal_lying,Sitting,1,"[149.5,143.0,116.0,99.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T16:23:05.129612
train_pen1_tur_cam2_20250207_143802_0001,pen1_tur_cam2_20250207_143802.jpg,0,4,Lateral_lying_left,Sternal_lying,1,"[810.0,153.5,193.0,363.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T16:23:09.585574
train_pen1_tur_cam2_20250207_151803_0001,pen1_tur_cam2_20250207_151803.jpg,0,1,Lateral_lying_left,Lateral_lying_right,1,"[675.5,55.0,263.0,287.0]",1280,720,pred_correct,1,Lateral_lying_right,2026-03-18T16:23:21.942271
train_pen1_tur_cam2_20250207_153446_0002,pen1_tur_cam2_20250207_153446.jpg,1,0,Lateral_lying_right,Lateral_lying_left,1,"[278.0,368.5,280.0,201.0]",1280,720,pred_correct,0,Lateral_lying_left,2026-03-18T16:23:30.167908
train_pen1_tur_cam2_20250207_153446_0005,pen1_tur_cam2_20250207_153446.jpg,0,1,Lateral_lying_left,Lateral_lying_right,1,"[235.5,496.5,280.0,200.0]",1280,720,pred_correct,1,Lateral_lying_right,2026-03-18T16:23:36.664812
train_pen1_tur_cam2_20250220_070841_0000,pen1_tur_cam2_20250220_070841.jpg,2,3,Sitting,Standing,1,"[559.5,400.5,414.0,227.0]",1280,720,pred_correct,3,Standing,2026-03-18T16:23:42.742856
train_pen1_tur_cam2_20250220_070841_0005,pen1_tur_cam2_20250220_070841.jpg,0,4,Lateral_lying_left,Sternal_lying,1,"[262.5,565.5,319.0,130.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T16:23:50.718728
train_pen1_tur_cam2_20250220_082847_0008,pen1_tur_cam2_20250220_082847.jpg,0,4,Lateral_lying_left,Sternal_lying,1,"[259.0,553.0,317.0,139.0]",1280,720,annotation_ok,0,Lateral_lying_left,2026-03-18T16:23:57.401497
train_pen1_tur_cam2_20250220_082847_0009,pen1_tur_cam2_20250220_082847.jpg,1,4,Lateral_lying_right,Sternal_lying,1,"[134.5,143.0,136.0,122.0]",1280,720,annotation_ok,1,Lateral_lying_right,2026-03-18T16:24:08.226302
train_pen1_tur_cam2_20250220_091851_0000,pen1_tur_cam2_20250220_091851.jpg,2,4,Sitting,Sternal_lying,1,"[354.5,129.5,174.0,287.0]",1280,720,annotation_ok,2,Sitting,2026-03-18T16:24:14.720545
train_pen1_tur_cam2_20250220_093351_0002,pen1_tur_cam2_20250220_093351.jpg,0,3,Lateral_lying_left,Standing,1,"[356.4,306.0,227.0,307.0]",1280,720,pred_correct,3,Standing,2026-03-18T16:24:28.358137
train_pen1_tur_cam2_20250220_095033_0004,pen1_tur_cam2_20250220_095033.jpg,4,2,Sternal_lying,Sitting,1,"[830.0,227.1,166.0,404.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T16:24:33.568065
train_pen1_tur_cam2_20250220_100353_0007,pen1_tur_cam2_20250220_100353.jpg,0,4,Lateral_lying_left,Sternal_lying,1,"[862.5,237.5,143.0,429.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T16:24:39.248006
train_pen1_tur_cam2_20250220_100353_0008,pen1_tur_cam2_20250220_100353.jpg,0,4,Lateral_lying_left,Sternal_lying,1,"[57.5,212.0,82.0,212.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T16:24:44.190876
train_pen1_tur_cam2_20250220_100353_0009,pen1_tur_cam2_20250220_100353.jpg,3,4,Standing,Sternal_lying,1,"[130.0,140.0,138.0,115.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T16:24:48.377225
train_pen1_tur_cam2_20250220_100534_0006,pen1_tur_cam2_20250220_100534.jpg,0,4,Lateral_lying_left,Sternal_lying,1,"[861.4,238.1,143.0,429.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T16:24:54.112211
train_pen1_tur_cam2_20250220_100534_0009,pen1_tur_cam2_20250220_100534.jpg,1,4,Lateral_lying_right,Sternal_lying,1,"[136.0,140.0,135.0,112.0]",1280,720,annotation_ok,1,Lateral_lying_right,2026-03-18T16:24:59.512864
train_pen1_tur_cam2_20250220_102355_0007,pen1_tur_cam2_20250220_102355.jpg,1,4,Lateral_lying_right,Sternal_lying,1,"[458.5,31.5,312.0,154.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T16:25:04.469309
train_pen1_tur_cam2_20250220_105538_0006,pen1_tur_cam2_20250220_105538.jpg,0,4,Lateral_lying_left,Sternal_lying,1,"[841.2,269.1,140.0,396.0]",1280,720,annotation_ok,0,Lateral_lying_left,2026-03-18T16:25:13.130623
train_pen2_orb_cam1_20250108_080540_0004,pen2_orb_cam1_20250108_080540.jpg,1,4,Lateral_lying_right,Sternal_lying,1,"[615.0,233.0,229.0,345.0]",1920,1080,pred_correct,4,Sternal_lying,2026-03-18T16:27:48.707229
train_pen2_orb_cam1_20250108_081509_0003,pen2_orb_cam1_20250108_081509.jpg,1,4,Lateral_lying_right,Sternal_lying,1,"[619.0,235.0,210.0,323.0]",1920,1080,pred_correct,4,Sternal_lying,2026-03-18T16:30:01.225803
train_pen2_orb_cam1_20250108_081639_0001,pen2_orb_cam1_20250108_081639.jpg,3,4,Standing,Sternal_lying,1,"[919.0,652.0,485.0,427.0]",1920,1080,pred_correct,4,Sternal_lying,2026-03-18T16:30:05.146543
train_pen2_orb_cam1_20250108_082845_0001,pen2_orb_cam1_20250108_082845.jpg,4,1,Sternal_lying,Lateral_lying_right,1,"[923.0,642.0,476.0,436.0]",1920,1080,annotation_ok,4,Sternal_lying,2026-03-18T16:30:17.881691
train_pen2_orb_cam1_20250108_083117_0000,pen2_orb_cam1_20250108_083117.jpg,1,4,Lateral_lying_right,Sternal_lying,1,"[962.0,643.0,439.0,437.0]",1920,1080,pred_correct,4,Sternal_lying,2026-03-18T16:30:54.782870
train_pen2_orb_cam2_20250217_125159_0005,pen2_orb_cam2_20250217_125159.jpg,1,4,Lateral_lying_right,Sternal_lying,1,"[657.5,112.0,276.0,198.0]",1920,1080,pred_correct,4,Sternal_lying,2026-03-18T16:31:12.545362
train_pen2_orb_cam2_20250217_130631_0003,pen2_orb_cam2_20250217_130631.jpg,1,4,Lateral_lying_right,Sternal_lying,1,"[726.0,169.0,357.0,139.0]",1920,1080,pred_correct,4,Sternal_lying,2026-03-18T16:31:18.653738
train_pen2_tur_cam1_20250109_071519_0007,pen2_tur_cam1_20250109_071519.jpg,3,4,Standing,Sternal_lying,1,"[265.5,45.5,220.0,123.0]",1280,720,annotation_ok,3,Standing,2026-03-18T16:31:24.100999
train_pen2_tur_cam1_20250109_072521_0006,pen2_tur_cam1_20250109_072521.jpg,4,1,Sternal_lying,Lateral_lying_right,1,"[542.0,23.5,389.0,152.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T16:31:28.825260
train_pen2_tur_cam1_20250109_072549_0005,pen2_tur_cam1_20250109_072549.jpg,2,4,Sitting,Sternal_lying,1,"[503.0,9.0,431.0,162.0]",1280,720,annotation_ok,2,Sitting,2026-03-18T16:31:39.785658
train_pen2_tur_cam1_20250109_073825_0002,pen2_tur_cam1_20250109_073825.jpg,4,0,Sternal_lying,Lateral_lying_left,1,"[471.0,164.0,157.0,379.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T16:31:49.473051
train_pen2_tur_cam1_20250109_074340_0006,pen2_tur_cam1_20250109_074340.jpg,2,3,Sitting,Standing,1,"[95.0,241.5,160.0,133.0]",1280,720,pred_correct,3,Standing,2026-03-18T16:31:57.489052
train_pen2_tur_cam1_20250109_074759_0004,pen2_tur_cam1_20250109_074759.jpg,3,1,Standing,Lateral_lying_right,1,"[547.0,516.0,393.0,185.0]",1280,720,pred_correct,1,Lateral_lying_right,2026-03-18T16:32:06.957264
train_pen2_tur_cam1_20250109_074759_0005,pen2_tur_cam1_20250109_074759.jpg,3,4,Standing,Sternal_lying,1,"[794.5,126.0,198.0,445.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T16:32:22.725428
train_pen2_tur_cam1_20250109_074759_0007,pen2_tur_cam1_20250109_074759.jpg,3,4,Standing,Sternal_lying,1,"[918.5,186.0,176.0,438.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T16:32:32.923662
train_pen2_tur_cam1_20250109_075108_0006,pen2_tur_cam1_20250109_075108.jpg,1,4,Lateral_lying_right,Sternal_lying,1,"[203.0,445.0,154.0,129.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T16:32:39.477298
train_pen2_tur_cam1_20250109_075356_0006,pen2_tur_cam1_20250109_075356.jpg,4,1,Sternal_lying,Lateral_lying_right,1,"[202.0,427.0,147.0,148.0]",1280,720,annotation_ok,4,Sternal_lying,2026-03-18T16:32:45.314522
train_pen2_tur_cam1_20250109_075602_0006,pen2_tur_cam1_20250109_075602.jpg,1,4,Lateral_lying_right,Sternal_lying,1,"[204.5,428.5,148.0,135.0]",1280,720,pred_correct,4,Sternal_lying,2026-03-18T16:32:53.002158
